BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR,TRADE_SESSION_DATE
TQBR,2023-10-13,Àסענא אמ,ASTR,10927,398587014.0,466.2,466.2,466.2,466.2,375.45,466.2,854970,466.2,466.2,,398587014.0,398587014.0,,0,3,SUR,,
TQBR,2023-10-16,Àסענא אמ,ASTR,377824,10931549315.4,512.8,502.0,651.7,560.0,560.95,560.0,19488378,560.95,560.95,,10931549315.4,10931549315.4,,0,3,SUR,20.12,
TQBR,2023-10-17,Àסענא אמ,ASTR,139702,3175043690.55,569.65,524.0,590.0,531.6,553.15,531.6,5739684,553.15,553.15,,3175043690.55,3175043690.55,,0,3,SUR,-5.07,
TQBR,2023-10-18,Àסענא אמ,ASTR,94896,1710731159.75,531.6,502.35,536.3,506.0,513.05,506.0,3334286,513.05,513.05,,1710731159.75,1710731159.75,,0,3,SUR,-4.82,
TQBR,2023-10-19,Àסענא אמ,ASTR,48832,826340238.25,506.0,495.15,514.5,502.7,502.9,502.7,1643222,502.9,502.9,,826340238.25,826340238.25,,0,3,SUR,-0.65,
TQBR,2023-10-20,Àסענא אמ,ASTR,42129,657426601.7,505.9,480.1,506.1,480.75,488.55,480.75,1345640,488.55,488.55,,657426601.7,657426601.7,,0,3,SUR,-4.37,
TQBR,2023-10-23,Àסענא אמ,ASTR,83778,1811719789.7,477.0,467.0,522.8,497.7,495.45,497.7,3655751,495.6,495.6,,1811719789.7,1811719789.7,,0,3,SUR,3.53,
TQBR,2023-10-24,Àסענא אמ,ASTR,37729,582167410.1,498.05,495.0,512.65,501.0,504.3,501.0,1154452,504.3,504.3,,582167410.1,582167410.1,,0,3,SUR,0.66,
TQBR,2023-10-25,Àסענא אמ,ASTR,22890,441195847.65,501.2,491.0,515.0,505.5,506.0,505.5,871663,506.15,506.15,,441195847.65,441195847.65,,0,3,SUR,0.9,
TQBR,2023-10-26,Àסענא אמ,ASTR,59317,532758431.85,505.5,503.0,521.2,503.45,513.65,503.45,1037604,513.45,513.45,,532758431.85,532758431.85,,0,3,SUR,-0.41,
TQBR,2023-10-27,Àסענא אמ,ASTR,17067,206303578.15,503.45,493.5,507.75,499.1,500.8,499.1,411928,500.8,500.8,,206303578.15,206303578.15,,0,3,SUR,-0.86,
TQBR,2023-10-30,Àסענא אמ,ASTR,18885,214862574.25,497.2,480.2,500.05,491.0,490.2,491.0,438334,490.2,490.2,,214862574.25,214862574.25,,0,3,SUR,-1.62,
TQBR,2023-10-31,Àסענא אמ,ASTR,21972,250730277.45,491.0,475.05,504.7,488.0,489.05,488.0,512710,489.05,489.05,,250730277.45,250730277.45,,0,3,SUR,-0.61,
TQBR,2023-11-01,Àסענא אמ,ASTR,12384,160049237.7,491.0,488.0,504.8,493.25,497.2,493.25,321887,497.2,497.2,,160049237.7,160049237.7,,0,3,SUR,1.08,
TQBR,2023-11-02,Àסענא אמ,ASTR,19132,258171531.7,495.95,490.4,506.0,490.5,500.0,490.5,516333,500.0,500.0,,258171531.7,258171531.7,,0,3,SUR,-0.56,
TQBR,2023-11-03,Àסענא אמ,ASTR,10653,110807626.2,493.25,491.0,501.6,496.0,497.8,496.0,222588,497.8,497.8,,110807626.2,110807626.2,,0,3,SUR,1.12,
TQBR,2023-11-06,Àסענא אמ,ASTR,21349,344685460.1,497.95,496.2,518.0,516.95,510.15,516.95,675679,510.15,510.15,,344685460.1,344685460.1,,0,3,SUR,4.22,
TQBR,2023-11-07,Àסענא אמ,ASTR,28278,466420441.8,518.95,511.0,531.9,515.15,521.75,515.15,893920,521.75,521.75,,466420441.8,466420441.8,,0,3,SUR,-0.35,
TQBR,2023-11-08,Àסענא אמ,ASTR,10018,102580364.3,515.4,507.4,517.0,510.25,510.9,510.25,200775,510.9,510.9,,102580364.3,102580364.3,,0,3,SUR,-0.95,
TQBR,2023-11-09,Àסענא אמ,ASTR,10180,102381921.65,508.0,500.0,511.0,505.75,505.75,505.75,202443,505.75,505.75,,102381921.65,102381921.65,,0,3,SUR,-0.88,
TQBR,2023-11-10,Àסענא אמ,ASTR,12150,145196282.75,505.75,496.5,508.75,502.75,502.85,507.05,288738,502.55,502.55,,131435652.7,131435652.7,,0,3,SUR,0.26,
TQBR,2023-11-13,Àסענא אמ,ASTR,10719,127950655.45,509.0,500.0,511.75,501.3,502.7,501.5,254515,502.9,502.9,,113734635.6,113734635.6,,0,3,SUR,-1.09,
TQBR,2023-11-14,Àסענא אמ,ASTR,17842,244938246.85,501.5,490.0,511.9,500.5,503.0,502.85,486941,503.1,503.1,,229343823.8,229343823.8,,0,3,SUR,0.27,
TQBR,2023-11-15,Àסענא אמ,ASTR,9765,128098173.25,502.0,497.0,505.7,504.0,501.1,503.7,255628,500.75,500.75,,114539845.75,114539845.75,,0,3,SUR,0.17,
TQBR,2023-11-16,Àסענא אמ,ASTR,27907,507336034.8,500.05,500.05,519.85,511.65,515.4,516.45,984324,515.45,515.45,,479361411.95,479361411.95,,0,3,SUR,2.53,
TQBR,2023-11-17,Àסענא אמ,ASTR,42699,728123295.65,517.3,509.0,540.0,530.45,529.6,533.45,1374837,526.6,526.6,,505181237.5,505181237.5,,0,3,SUR,3.29,
TQBR,2023-11-20,Àסענא אמ,ASTR,46140,838266708.05,537.3,512.0,550.0,515.0,528.35,517.15,1586643,529.0,529.0,,792507574.45,792507574.45,,0,3,SUR,-3.06,
TQBR,2023-11-21,Àסענא אמ,ASTR,18495,250987176.55,513.5,506.0,522.0,514.35,512.55,515.15,489635,512.25,512.25,,228345535.75,228345535.75,,0,3,SUR,-0.39,
TQBR,2023-11-22,Àסענא אמ,ASTR,17228,162234539.75,515.15,509.0,516.9,512.5,512.6,513.35,316507,512.55,512.55,,150973893.35,150973893.35,,0,3,SUR,-0.35,
TQBR,2023-11-23,Àסענא אמ,ASTR,11213,144331424.85,513.35,506.05,513.35,509.6,509.35,509.45,283370,509.45,509.45,,125386745.4,125386745.4,,0,3,SUR,-0.76,
TQBR,2023-11-24,Àסענא אמ,ASTR,11585,119585307.2,511.75,501.05,511.75,505.85,505.7,508.2,236478,505.55,505.55,,109333020.2,109333020.2,,0,3,SUR,-0.25,
TQBR,2023-11-27,Àסענא אמ,ASTR,24499,294386706.65,508.0,480.0,508.15,492.75,494.9,492.5,594848,495.05,495.05,,277105186.0,277105186.0,,0,3,SUR,-3.09,
TQBR,2023-11-28,Àסענא אמ,ASTR,20624,223601277.3,490.5,481.3,494.0,485.75,486.1,492.45,459986,485.65,485.65,,200664451.7,200664451.7,,0,3,SUR,-0.01,
TQBR,2023-11-29,Àסענא אמ,ASTR,10826,108066307.75,492.45,485.0,493.9,487.9,487.8,485.65,221533,488.1,488.1,,93353210.5,93353210.5,,0,3,SUR,-1.38,
TQBR,2023-11-30,Àסענא אמ,ASTR,16221,137945501.85,488.05,478.55,488.05,481.3,482.35,481.0,285992,482.85,482.85,,108024734.2,108024734.2,,0,3,SUR,-0.96,
TQBR,2023-12-01,Àסענא אמ,ASTR,14294,137322567.2,483.05,470.0,483.05,473.0,475.0,476.4,289104,475.15,475.15,,109254095.8,109254095.8,,0,3,SUR,-0.96,
TQBR,2023-12-04,Àסענא אמ,ASTR,13642,140731864.95,476.0,461.0,477.95,468.2,469.9,464.4,299503,470.9,470.9,,117579961.35,117579961.35,,0,3,SUR,-2.52,
TQBR,2023-12-05,Àסענא אמ,ASTR,8543,114034770.9,464.45,464.45,477.95,469.35,470.15,477.9,242551,469.45,469.45,,94720536.8,94720536.8,,0,3,SUR,2.91,
TQBR,2023-12-06,Àסענא אמ,ASTR,13417,161417591.9,478.7,459.05,480.9,463.0,466.05,461.8,346340,467.5,467.5,,121236444.6,121236444.6,,0,3,SUR,-3.37,
TQBR,2023-12-07,Àסענא אמ,ASTR,22507,328833962.45,461.8,450.0,480.0,464.2,465.85,467.05,705572,466.05,466.05,,312696396.75,312696396.75,,0,3,SUR,1.14,
TQBR,2023-12-08,Àסענא אמ,ASTR,9510,100271898.45,466.85,460.0,473.25,461.1,463.55,461.9,216319,463.65,463.65,,93289721.3,93289721.3,,0,3,SUR,-1.1,
TQBR,2023-12-11,Àסענא אמ,ASTR,17753,168776911.5,464.2,444.0,468.6,451.0,453.15,450.0,372445,453.8,453.8,,134677131.3,134677131.3,,0,3,SUR,-2.58,
TQBR,2023-12-12,Àסענא אמ,ASTR,14281,144375241.0,453.0,445.0,454.8,447.95,449.9,450.2,320893,449.9,449.9,,124291822.75,124291822.75,,0,3,SUR,0.04,
TQBR,2023-12-13,Àסענא אמ,ASTR,12643,126194209.65,450.0,446.7,464.5,462.75,458.65,463.9,275147,458.35,458.35,,117681766.5,117681766.5,,0,3,SUR,3.04,
TQBR,2023-12-14,Àסענא אמ,ASTR,16029,173601303.8,466.0,460.3,477.3,470.35,471.7,470.0,368015,472.5,472.5,,140728882.85,140728882.85,,0,3,SUR,1.31,
TQBR,2023-12-15,Àסענא אמ,ASTR,12110,159503454.85,470.0,458.25,487.4,477.7,477.8,474.7,333832,477.55,477.55,,130373237.5,130373237.5,,0,3,SUR,1.0,
TQBR,2023-12-18,Àסענא אמ,ASTR,15227,224259957.75,476.0,476.0,494.3,488.9,488.05,493.0,459518,487.5,487.5,,187909758.8,187909758.8,,0,3,SUR,3.86,
TQBR,2023-12-19,Àסענא אמ,ASTR,17479,237299740.6,492.0,487.5,499.55,493.2,496.6,495.9,478325,496.15,496.15,,218582183.15,218582183.15,,0,3,SUR,0.59,
TQBR,2023-12-20,Àסענא אמ,ASTR,32674,518741495.1,499.6,496.3,523.7,518.4,514.8,517.0,1007447,514.75,514.75,,464948330.8,464948330.8,,0,3,SUR,4.25,
TQBR,2023-12-21,Àסענא אמ,ASTR,13877,185645330.75,517.0,505.65,519.0,509.0,512.45,511.0,362284,512.5,512.5,,164061534.35,164061534.35,,0,3,SUR,-1.16,
TQBR,2023-12-22,Àסענא אמ,ASTR,8944,119090081.05,508.0,507.7,523.7,515.5,518.25,516.4,229934,518.1,518.1,,106684089.65,106684089.65,,0,3,SUR,1.06,
TQBR,2023-12-25,Àסענא אמ,ASTR,14347,251204165.3,517.4,507.15,529.55,518.6,520.6,519.3,482548,520.6,520.6,,235358573.85,235358573.85,,0,3,SUR,0.56,
TQBR,2023-12-26,Àסענא אמ,ASTR,8619,98212035.85,522.8,507.05,522.8,508.2,512.2,510.3,191738,512.65,512.65,,83322053.1,83322053.1,,0,3,SUR,-1.73,
TQBR,2023-12-27,Àסענא אמ,ASTR,8607,84700612.35,510.05,500.4,512.3,500.75,505.6,503.7,167527,505.8,505.8,,69922394.75,69922394.75,,0,3,SUR,-1.29,
TQBR,2023-12-28,Àסענא אמ,ASTR,9352,115746214.35,503.75,493.05,517.0,496.45,501.35,496.6,230872,501.7,501.7,,99547887.6,99547887.6,,0,3,SUR,-1.41,
TQBR,2023-12-29,Àסענא אמ,ASTR,6067,61391974.95,501.5,497.85,507.1,500.15,503.7,501.5,121887,503.8,503.8,,46193256.3,46193256.3,,0,3,SUR,0.99,
TQBR,2024-01-03,Àסענא אמ,ASTR,6474,81092253.85,506.35,502.25,515.9,512.35,512.0,513.1,158386,511.6,511.6,,68656774.6,68656774.6,,0,3,SUR,2.31,
TQBR,2024-01-04,Àסענא אמ,ASTR,4579,54095755.45,515.15,506.0,516.8,510.7,512.75,512.0,105504,512.8,512.8,,50267857.8,50267857.8,,0,3,SUR,-0.21,
TQBR,2024-01-05,Àסענא אמ,ASTR,5481,79641718.75,513.0,508.1,518.95,512.0,513.8,514.6,155010,514.05,514.05,,65960962.4,65960962.4,,0,3,SUR,0.51,
TQBR,2024-01-08,Àסענא אמ,ASTR,7938,112002485.2,514.05,510.65,521.6,517.6,518.4,520.25,216047,518.1,518.1,,87619404.35,87619404.35,,0,3,SUR,1.1,
TQBR,2024-01-09,Àסענא אמ,ASTR,31039,552009117.6,520.3,513.3,541.8,529.7,530.7,533.0,1040106,523.2,523.2,,220903601.35,220903601.35,,0,3,SUR,2.45,
TQBR,2024-01-10,Àסענא אמ,ASTR,17302,252947798.4,533.0,522.85,544.0,531.1,532.3,525.6,475176,533.9,533.9,,192185603.75,192185603.75,,0,3,SUR,-1.39,
TQBR,2024-01-11,Àסענא אמ,ASTR,13645,187688564.55,528.0,515.25,531.15,519.8,521.1,522.1,360168,520.95,520.95,,156985654.75,156985654.75,,0,3,SUR,-0.67,
TQBR,2024-01-12,Àסענא אמ,ASTR,13276,178652394.3,523.7,516.55,533.75,529.1,528.0,524.9,338344,528.55,528.55,,154029480.3,154029480.3,,0,3,SUR,0.54,
TQBR,2024-01-15,Àסענא אמ,ASTR,7439,78299477.6,529.5,521.0,531.8,523.2,526.35,526.55,148753,526.75,526.75,,65682133.65,65682133.65,,0,3,SUR,0.31,
TQBR,2024-01-16,Àסענא אמ,ASTR,8154,94079276.65,526.6,518.0,527.85,520.0,522.75,524.05,179969,522.5,522.5,,71450228.8,71450228.8,,0,3,SUR,-0.47,
TQBR,2024-01-17,Àסענא אמ,ASTR,7842,101789367.35,524.5,519.55,529.6,522.25,525.1,525.3,193849,525.2,525.2,,91462948.45,91462948.45,,0,3,SUR,0.24,
TQBR,2024-01-18,Àסענא אמ,ASTR,5875,77024302.1,527.0,521.6,528.8,523.05,525.7,522.95,146519,526.0,526.0,,65972011.35,65972011.35,,0,3,SUR,-0.45,
TQBR,2024-01-19,Àסענא אמ,ASTR,6411,77565408.5,523.4,516.55,523.65,518.5,519.3,517.85,149361,519.55,519.55,,66859705.05,66859705.05,,0,3,SUR,-0.98,
TQBR,2024-01-22,Àסענא אמ,ASTR,17730,315892124.05,520.9,510.75,527.45,524.0,521.3,526.05,605994,520.9,520.9,,291830362.15,291830362.15,,0,3,SUR,1.58,
TQBR,2024-01-23,Àסענא אמ,ASTR,29048,621117605.85,528.45,521.9,548.85,534.7,537.05,542.75,1154900,537.55,537.55,,543165563.4,543165563.4,,0,3,SUR,3.17,
TQBR,2024-01-24,Àסענא אמ,ASTR,11732,187321573.25,544.8,534.2,546.0,539.5,539.65,542.5,347110,539.2,539.2,,148576138.25,148576138.25,,0,3,SUR,-0.05,
TQBR,2024-01-25,Àסענא אמ,ASTR,13570,154427148.1,545.0,535.65,547.65,537.85,540.1,537.5,285919,540.45,540.45,,134583128.85,134583128.85,,0,3,SUR,-0.92,
TQBR,2024-01-26,Àסענא אמ,ASTR,45320,1023105301.45,538.95,535.0,568.7,550.55,554.2,567.95,1846125,546.75,546.75,,462695350.45,462695350.45,,0,3,SUR,5.67,
TQBR,2024-01-29,Àסענא אמ,ASTR,41723,929514441.2,570.0,550.9,581.7,558.7,563.75,561.0,1648746,564.6,564.6,,825154560.8,825154560.8,,0,3,SUR,-1.22,
TQBR,2024-01-30,Àסענא אמ,ASTR,15353,262226849.6,563.0,551.2,567.7,556.1,555.15,554.5,472337,554.85,554.85,,198710278.55,198710278.55,,0,3,SUR,-1.16,
TQBR,2024-01-31,Àסענא אמ,ASTR,32381,691437314.45,558.0,554.0,574.0,563.6,564.55,563.3,1224723,562.65,562.65,,465276950.9,465276950.9,,0,3,SUR,1.59,
TQBR,2024-02-01,Àסענא אמ,ASTR,23569,348593417.05,565.5,544.15,565.5,557.9,556.15,553.1,626772,560.9,560.9,,162585914.9,162585914.9,,0,3,SUR,-1.81,
TQBR,2024-02-02,Àסענא אמ,ASTR,10520,136004990.4,553.1,545.75,557.7,553.7,551.2,551.6,246744,551.1,551.1,,115179737.2,115179737.2,,0,3,SUR,-0.27,
TQBR,2024-02-05,Àסענא אמ,ASTR,9193,128076613.25,551.7,551.6,562.0,557.7,556.65,558.6,230076,555.75,555.75,,89599532.75,89599532.75,,0,3,SUR,1.27,
TQBR,2024-02-06,Àסענא אמ,ASTR,10162,152440461.2,560.35,551.65,563.65,553.5,555.7,554.85,274319,555.85,555.85,,139151652.05,139151652.05,,0,3,SUR,-0.67,
TQBR,2024-02-07,Àסענא אמ,ASTR,11319,190051947.8,555.0,547.6,555.8,552.0,551.75,553.9,344451,551.4,551.4,,159494112.55,159494112.55,,0,3,SUR,-0.17,
